BJD	RV	RVerr	RHK	RHKerr	S	Serr	BIS	BISerr	FWHM	FWHMerr	Constrast	Contrasterr
5.742413049091137509e+04	-1.618633333333333368e+01	1.208573053270014519e-01	-4.961966666666666192e+00	7.505553499465134710e-04	1.661066666666666802e-01	1.302889950157810558e-04	-9.076307220404031284e+01	2.417146106540026818e-01	7.789280999999999040e+03	2.417146106540026818e-01	6.005788166666666683e+01	1.887951255638129497e-03
5.742800451114343014e+04	-1.707599999999999696e+01	1.253361808335938521e-01	-4.962233333333332830e+00	7.702813338860895051e-04	1.660603333333333376e-01	1.364473850569840904e-04	-8.890189098772140142e+01	2.506723616671880372e-01	7.788941333333333205e+03	2.506723616671880372e-01	6.004181899999999672e+01	1.957584555371046520e-03
5.742892523945621360e+04	-1.559533333333333438e+01	1.334091276017361494e-01	-4.965533333333333132e+00	8.660254037844385870e-04	1.654853333333333454e-01	1.493430056391437707e-04	-8.945441760576812840e+01	2.668182552034725208e-01	7.787670333333334383e+03	2.668182552034725208e-01	6.005761833333333044e+01	2.084594850185378639e-03
5.743011207076595747e+04	-1.554933333333333501e+01	1.205133222365275397e-01	-4.964866666666666539e+00	7.505553499465134710e-04	1.656019999999999992e-01	1.297116460118793990e-04	-8.874223372145826261e+01	2.410266444730548852e-01	7.787857000000000880e+03	2.410266444730548852e-01	6.004950499999998925e+01	1.882815823185404747e-03
5.743097354154312779e+04	-1.695733333333333448e+01	1.194522080954765891e-01	-4.967066666666666741e+00	7.505553499465134710e-04	1.652200000000000057e-01	1.275952803028213868e-04	-8.825763485688617038e+01	2.389044161909530117e-01	7.786782333333333554e+03	2.389044161909530117e-01	6.005947900000000317e+01	1.866830861970921818e-03
5.743316270496119978e+04	-1.892233333333333078e+01	1.212272195983339212e-01	-4.967500000000000249e+00	7.505553499465134710e-04	1.651330000000000020e-01	1.314436930569300643e-04	-8.944880350813507164e+01	2.424544391966680090e-01	7.785120333333333292e+03	2.424544391966680090e-01	6.007570533333333174e+01	1.895540688674895785e-03
5.743402745144344954e+04	-2.083800000000000097e+01	1.177927436638914888e-01	-4.968033333333333523e+00	7.505553499465134710e-04	1.650469999999999993e-01	1.250928544011296406e-04	-8.983530760013172767e+01	2.355854873277835881e-01	7.787619999999999891e+03	2.355854873277835881e-01	6.006840766666666553e+01	1.841022977134496030e-03
5.743601480222826649e+04	-1.820433333333333437e+01	1.181126750193681185e-01	-4.972733333333333228e+00	7.505553499465134710e-04	1.642409999999999981e-01	1.254777536723807757e-04	-9.126092149023368449e+01	2.362253500387364313e-01	7.784691666666666606e+03	2.362253500387364313e-01	6.008224599999999782e+01	1.847192339820681465e-03
5.744008916997300548e+04	-1.813366666666666660e+01	1.183066046031159141e-01	-4.974000000000000199e+00	7.505553499465134710e-04	1.640236666666666510e-01	1.258623586833384242e-04	-8.930698245118246348e+01	2.366132092062318282e-01	7.789130333333333510e+03	2.366132092062318282e-01	6.005506066666666953e+01	1.848353453353786214e-03
5.744504099954455887e+04	-1.896366666666666845e+01	1.179724897438827885e-01	-4.975600000000000023e+00	7.505553499465134710e-04	1.637503333333333311e-01	1.254777536723807485e-04	-9.071491863462135541e+01	2.359449794877651607e-01	7.786525666666667348e+03	2.359449794877651607e-01	6.006785833333333358e+01	1.844184611624547247e-03
5.744591617324696563e+04	-2.080400000000000205e+01	1.262706067802238652e-01	-4.977633333333333354e+00	8.082903768654760290e-04	1.634043333333333459e-01	1.381802365672377315e-04	-9.171950280695466517e+01	2.525412135604475639e-01	7.784599666666666053e+03	2.525412135604475639e-01	6.008877400000000080e+01	1.975092344823487379e-03
5.744800385529352934e+04	-1.937866666666667115e+01	1.185948356372740348e-01	-4.975466666666666704e+00	7.505553499465134710e-04	1.637736666666666785e-01	1.264397089525280584e-04	-9.041944852927845488e+01	2.371896712745484581e-01	7.788103000000000065e+03	2.371896712745484581e-01	6.005936166666666054e+01	1.853263610150328875e-03
5.744899632747523719e+04	-1.744633333333333169e+01	1.173143282486571320e-01	-4.974633333333333240e+00	7.505553499465134710e-04	1.639130000000000031e-01	1.245155055047808394e-04	-8.953153268667676912e+01	2.346286564973142641e-01	7.787731999999999971e+03	2.346286564973142641e-01	6.006378799999999529e+01	1.833474371793406476e-03
5.745103549944573024e+04	-1.819833333333333414e+01	1.330406752558150052e-01	-4.970666666666666345e+00	8.660254037844385870e-04	1.645946666666666669e-01	1.479988738695894987e-04	-9.116966391147740012e+01	2.660813505116296773e-01	7.788382666666665500e+03	2.660813505116296773e-01	6.009120433333333722e+01	2.080015772055087992e-03
5.745304763160986477e+04	-1.639933333333333110e+01	1.201852708711702161e-01	-4.970033333333333303e+00	7.505553499465134710e-04	1.647056666666666669e-01	1.293264602984761755e-04	-9.092532081608283079e+01	2.403705417423406265e-01	7.788601666666666461e+03	2.403705417423406265e-01	6.006164033333333663e+01	1.878031720803464933e-03
5.745398585761812137e+04	-1.800066666666666748e+01	1.198278308588619084e-01	-4.970666666666666345e+00	7.505553499465134710e-04	1.645950000000000191e-01	1.283644983803716732e-04	-8.971664682271746472e+01	2.396556617177242055e-01	7.788715666666666948e+03	2.396556617177242055e-01	6.005950666666666393e+01	1.872341380493390941e-03
5.745509054588233994e+04	-1.541799999999999926e+01	1.196996111620224346e-01	-4.971800000000000885e+00	7.505553499465134710e-04	1.644046666666666712e-01	1.287491100292865412e-04	-9.054585025117279429e+01	2.393992223240448691e-01	7.787186666666667406e+03	2.393992223240448691e-01	6.007077266666666304e+01	1.871052041384139173e-03
5.745592368632012949e+04	-1.697633333333333283e+01	1.254461728114091013e-01	-4.972166666666667290e+00	8.082903768654760290e-04	1.643383333333333363e-01	1.374101726785741042e-04	-8.981829205464885035e+01	2.508923456228182025e-01	7.786960333333333438e+03	2.508923456228182025e-01	6.007209466666666486e+01	1.960968176744882618e-03
5.745699621605428547e+04	-2.096100000000000207e+01	1.189900515340225756e-01	-4.974099999999999966e+00	7.505553499465134710e-04	1.640053333333333363e-01	1.272098004610231837e-04	-8.993066969044470227e+01	2.379801030680451512e-01	7.787513666666665813e+03	2.379801030680451512e-01	6.006739499999999765e+01	1.859748403885867719e-03
5.745802519235028740e+04	-1.926466666666666683e+01	1.197003511752030014e-01	-4.971766666666666445e+00	7.505553499465134710e-04	1.644026666666666692e-01	1.287499730312808980e-04	-8.967784024755026451e+01	2.394007023504059750e-01	7.787787333333333663e+03	2.394007023504059750e-01	6.007171299999999547e+01	1.870900022935824457e-03
5.745902206285212742e+04	-1.929400000000000048e+01	1.183452335985499815e-01	-4.971300000000000274e+00	7.505553499465134710e-04	1.644906666666666462e-01	1.266324515192601620e-04	-9.038773761461879985e+01	2.366904671971001572e-01	7.786345000000001164e+03	2.366904671971001572e-01	6.008028833333332841e+01	1.850317510796574720e-03
5.746200396878796892e+04	-1.939233333333332965e+01	1.191729093612970830e-01	-4.974666666666666792e+00	7.505553499465134710e-04	1.639143333333333286e-01	1.302889950157810558e-04	-9.127413171370494638e+01	2.383458187225941660e-01	7.787807666666666591e+03	2.383458187225941660e-01	6.007732800000000140e+01	1.862746223411208997e-03
5.746320205369657924e+04	-1.794266666666666410e+01	1.260216266396280427e-01	-4.976800000000000779e+00	8.279828232249480642e-04	1.635476666666666745e-01	1.406828584677844276e-04	-9.096973969069956922e+01	2.520432532792560854e-01	7.784995999999999185e+03	2.520432532792560854e-01	6.010283133333333438e+01	1.971334534810027361e-03
5.746493027957682352e+04	-1.874066666666666592e+01	1.288284211800225787e-01	-4.977566666666667139e+00	8.660254037844385870e-04	1.634176666666666833e-01	1.426062956378699076e-04	-9.013122012820066686e+01	2.576568423600449909e-01	7.787186333333334005e+03	2.576568423600449909e-01	6.009202166666667466e+01	2.014247872846814617e-03
5.746995706212560617e+04	-1.910699999999999932e+01	1.242542586012637534e-01	-4.978233333333332844e+00	8.082903768654760290e-04	1.633019999999999750e-01	1.352943293547647296e-04	-9.177032042700126624e+01	2.485085172025278955e-01	7.786755666666666912e+03	2.485085172025278955e-01	6.010232533333333294e+01	1.943020807765763079e-03
5.747395297524705529e+04	-1.916199999999999903e+01	1.244743134088174968e-01	-4.978066666666666862e+00	8.082903768654760290e-04	1.633366666666666578e-01	1.356805889662269463e-04	-9.107801345337865939e+01	2.489486268176348271e-01	7.787643000000000029e+03	2.489486268176348271e-01	6.009318766666666534e+01	1.945786160252267966e-03
5.747488267371329130e+04	-2.040700000000000003e+01	1.314528953305115211e-01	-4.980866666666666553e+00	8.660254037844385870e-04	1.628670000000000118e-01	1.472250733476544076e-04	-9.253096830168992426e+01	2.629057906610227091e-01	7.786478333333333467e+03	2.629057906610227091e-01	6.010955200000000076e+01	2.055714975049745524e-03
5.747611970442417805e+04	-1.950666666666666771e+01	1.221643109522900922e-01	-4.979199999999999626e+00	8.082903768654760290e-04	1.631459999999999855e-01	1.331757401998493828e-04	-9.199844884225643682e+01	2.443286219045801566e-01	7.783243666666666286e+03	2.443286219045801566e-01	6.011093199999999825e+01	1.911264729197375634e-03
5.747689647744099057e+04	-1.885100000000000264e+01	1.298294113120040116e-01	-4.981166666666666742e+00	8.660254037844385870e-04	1.628133333333333377e-01	1.449156842979929351e-04	-9.167063835964073348e+01	2.596588226240078567e-01	7.786041333333333569e+03	2.596588226240078567e-01	6.011850600000000355e+01	2.030658764924836868e-03
5.748217096708052122e+04	-1.773000000000000043e+01	1.217529793751327971e-01	-4.984533333333334149e+00	7.702813338860895051e-04	1.622466666666666779e-01	1.289435707759190573e-04	-8.964072686005179946e+01	2.435059587502655942e-01	7.781405666666666548e+03	2.435059587502655942e-01	6.012051833333333661e+01	1.905332761137423954e-03
5.748505026291837567e+04	-2.068033333333333346e+01	1.174835636635536140e-01	-4.987966666666665994e+00	7.505553499465134710e-04	1.616786666666666650e-01	1.218209067990110522e-04	-9.016794061338947586e+01	2.349671273271068117e-01	7.783400333333333947e+03	2.349671273271068117e-01	6.010023999999999234e+01	1.837286475163212853e-03
5.748612088859878713e+04	-1.835566666666666791e+01	1.187434986813035304e-01	-4.985566666666666258e+00	7.505553499465134710e-04	1.620813333333333273e-01	1.241303078757695214e-04	-9.039555756558767996e+01	2.374869973626070607e-01	7.780570333333333110e+03	2.374869973626070607e-01	6.012101166666667496e+01	1.858274475037069396e-03
5.748705030144679040e+04	-1.721166666666666600e+01	1.177410997108401108e-01	-4.983366666666666056e+00	7.505553499465134710e-04	1.624373333333333225e-01	1.222061100491024282e-04	-9.105266428386062216e+01	2.354821994216803882e-01	7.782063666666665995e+03	2.354821994216803882e-01	6.011170800000000014e+01	1.841896820996700296e-03
5.748807654627154261e+04	-1.789866666666666717e+01	1.174235106151042540e-01	-4.982899999999999885e+00	7.505553499465134710e-04	1.625243333333333540e-01	1.220136604374007575e-04	-9.083585208868869643e+01	2.348470212302079529e-01	7.782601333333333059e+03	2.348470212302079529e-01	6.011895100000000269e+01	1.836971332476342424e-03
5.748902045974098291e+04	-1.649633333333332885e+01	1.183603630057640937e-01	-4.980500000000000149e+00	7.505553499465134710e-04	1.629223333333333079e-01	1.229756073373902800e-04	-9.100732135737398210e+01	2.367207260115280210e-01	7.785436000000000604e+03	2.367207260115280210e-01	6.010636566666666880e+01	1.850503933595446264e-03
5.748987418026379601e+04	-1.758233333333333448e+01	1.276314653190126214e-01	-4.982333333333333059e+00	8.082903768654760290e-04	1.626180000000000125e-01	1.368352618621709177e-04	-9.143809441291487872e+01	2.552629306380252427e-01	7.784705999999999221e+03	2.552629306380252427e-01	6.012501199999999812e+01	1.996217811141044306e-03
5.749110286336443096e+04	-1.478966666666666718e+01	1.182523047996884152e-01	-4.979366666666666497e+00	7.505553499465134710e-04	1.631100000000000050e-01	1.235529576065799143e-04	-9.014538265541897033e+01	2.365046095993764419e-01	7.784378333333334012e+03	2.365046095993764419e-01	6.010077300000000378e+01	1.848799629016095215e-03
5.749812560411560116e+04	-1.778666666666666529e+01	1.189083884252577911e-01	-4.984800000000000786e+00	7.505553499465134710e-04	1.622066666666666379e-01	1.243230558754980985e-04	-8.842699419994586663e+01	2.378167768505159430e-01	7.781188999999999396e+03	2.378167768505159430e-01	6.011907866666666678e+01	1.860058478997923511e-03
5.750202758616731444e+04	-1.793266666666666609e+01	1.184551869580687811e-01	-4.988599999999999923e+00	7.505553499465134710e-04	1.615786666666666760e-01	1.229783178721625795e-04	-8.966578969977501856e+01	2.369103739161373678e-01	7.784755666666666912e+03	2.369103739161373678e-01	6.010116566666666671e+01	1.851357423241973242e-03
5.750292689647042425e+04	-1.723566666666666336e+01	1.234926051810267683e-01	-4.989766666666666239e+00	8.082903768654760290e-04	1.613860000000000017e-01	1.300965453465660105e-04	-9.053669614349382755e+01	2.469852103620539252e-01	7.783510666666666111e+03	2.469852103620539252e-01	6.010132433333333779e+01	1.930361165985256151e-03
5.750718162785549066e+04	-1.835433333333333294e+01	1.230885304244956763e-01	-4.981133333333333191e+00	7.895146188218008258e-04	1.628146666666666631e-01	1.312512433803538826e-04	-8.986641142072585353e+01	2.461770608489913525e-01	7.784409000000000560e+03	2.461770608489913525e-01	6.009537766666667125e+01	1.923413507390815897e-03
5.750802047395486443e+04	-1.852733333333333476e+01	1.189274020693285167e-01	-4.980366666666665942e+00	7.505553499465134710e-04	1.629446666666666543e-01	1.239381566212224524e-04	-9.000886911374907129e+01	2.378548041386572276e-01	7.786619333333333088e+03	2.378548041386572276e-01	6.008051733333332578e+01	1.857350020865385825e-03
5.750902094199061685e+04	-1.916866666666666319e+01	1.189991223060525849e-01	-4.978600000000000136e+00	7.505553499465134710e-04	1.632443333333333246e-01	1.241303078757695214e-04	-8.933699089152797512e+01	2.379982446121057527e-01	7.786248999999999796e+03	2.379982446121057527e-01	6.008005666666667111e+01	1.858499390581466260e-03
5.751010377570117271e+04	-1.715266666666666495e+01	1.183328691162102292e-01	-4.979833333333333556e+00	7.505553499465134710e-04	1.630409999999999915e-01	1.237457069962429100e-04	-8.940772541843313093e+01	2.366657382324200698e-01	7.784100333333332856e+03	2.366657382324200698e-01	6.009274133333332912e+01	1.848956669724654113e-03
5.751194102935169940e+04	-1.573033333333333417e+01	1.225450046885993016e-01	-4.980966666666667209e+00	7.505553499465134710e-04	1.628416666666666623e-01	1.289427090696570750e-04	-8.925645132972954343e+01	2.450900093771980204e-01	7.784752333333333809e+03	2.450900093771980204e-01	6.009902433333332539e+01	1.914721530058668920e-03
5.751285670481258421e+04	-1.912433333333333607e+01	1.306238315366677338e-01	-4.983333333333333393e+00	8.660254037844385870e-04	1.624510000000000121e-01	1.412617743371818600e-04	-8.970389503051933389e+01	2.612476630733355232e-01	7.783112000000000080e+03	2.612476630733355232e-01	6.012060666666667430e+01	2.042079563948271358e-03
5.752212781735960743e+04	-1.755199999999999605e+01	1.240409679291490375e-01	-4.980566666666666364e+00	7.895146188218008258e-04	1.629183333333333317e-01	1.320210420938857656e-04	-8.908205967283151949e+01	2.480819358582980749e-01	7.784779666666666344e+03	2.480819358582980749e-01	6.010678933333333163e+01	1.937905508622041586e-03
5.752306670361200668e+04	-1.804599999999999937e+01	1.218133626219361498e-01	-4.979933333333334211e+00	7.505553499465134710e-04	1.630180000000000240e-01	1.281717597600969341e-04	-8.885191398893289261e+01	2.436267252438722997e-01	7.787161333333333459e+03	2.436267252438722997e-01	6.009550399999999826e+01	1.902116130133981635e-03
5.752586391983911017e+04	-1.787999999999999901e+01	1.308737085595329808e-01	-4.982499999999999041e+00	8.660254037844385870e-04	1.625896666666666601e-01	1.414539579588433430e-04	-9.057050076287343643e+01	2.617474171190657395e-01	7.783322333333333518e+03	2.617474171190657395e-01	6.013042100000000545e+01	2.045710213307538796e-03
5.752706403318127559e+04	-1.688366666666666660e+01	1.232868453271156600e-01	-4.981899999999999551e+00	7.702813338860895051e-04	1.626903333333333534e-01	1.302889950157810558e-04	-9.041353980442882232e+01	2.465736906542313200e-01	7.786722999999999047e+03	2.465736906542313200e-01	6.009768700000000052e+01	1.925171008526149231e-03
5.752806301495146181e+04	-1.702366666666666717e+01	1.227931486657489885e-01	-4.984033333333333537e+00	7.505553499465134710e-04	1.623340000000000061e-01	1.293264602984761755e-04	-9.027409272772952420e+01	2.455862973314979492e-01	7.786960333333333438e+03	2.455862973314979492e-01	6.008764833333333399e+01	1.917050766954326224e-03
5.752891144702566089e+04	-1.736733333333333462e+01	1.271881863361558618e-01	-4.982333333333333059e+00	8.082903768654760290e-04	1.626126666666666554e-01	1.352926868352872581e-04	-8.969715501157179460e+01	2.543763726723117236e-01	7.786810666666667203e+03	2.543763726723117236e-01	6.009452000000000993e+01	1.985907198288879103e-03
5.753207976665233582e+04	-1.729333333333333300e+01	1.227896991903588558e-01	-4.982566666666666144e+00	7.505553499465134710e-04	1.625753333333333495e-01	1.293264602984761755e-04	-8.874930183772302428e+01	2.455793983807173231e-01	7.786032666666666046e+03	2.455793983807173231e-01	6.009493300000000460e+01	1.917352259920451036e-03
5.753284654377615516e+04	-1.722400000000000020e+01	1.336657956063339314e-01	-4.988866666666666561e+00	8.660254037844385870e-04	1.615346666666666875e-01	1.456918361168913108e-04	-8.908834912303632336e+01	2.673315912126678628e-01	7.782886333333332914e+03	2.673315912126678628e-01	6.012811033333333199e+01	2.089177399689853051e-03
5.753391784759531583e+04	-1.904533333333333189e+01	1.276519717756919026e-01	-4.987166666666666970e+00	8.082903768654760290e-04	1.618126666666666880e-01	1.358700359412135590e-04	-8.939092619114670413e+01	2.553039435513838051e-01	7.782972000000000662e+03	2.553039435513838051e-01	6.012915499999999724e+01	1.995168222015164788e-03
5.753488145590903150e+04	-1.953999999999999915e+01	1.289861560897813397e-01	-4.988499999999999268e+00	8.472176684759222297e-04	1.615979999999999916e-01	1.376036982707142843e-04	-9.077883695264483777e+01	2.579723121795624574e-01	7.783526000000000749e+03	2.579723121795624574e-01	6.012569633333333741e+01	2.015736219644993343e-03
5.753602114932166296e+04	-1.967133333333333312e+01	1.233725636183631152e-01	-4.985533333333333594e+00	7.895146188218008258e-04	1.620810000000000028e-01	1.295191963464189459e-04	-9.034234075040770051e+01	2.467451272367260084e-01	7.786393666666666832e+03	2.467451272367260084e-01	6.010359600000000313e+01	1.926550414269010336e-03
5.753714581971090229e+04	-1.871833333333333371e+01	1.248323119374103451e-01	-4.988666666666666138e+00	8.082903768654760290e-04	1.615626666666666600e-01	1.324059414578263472e-04	-9.114004641284243746e+01	2.496646238748206903e-01	7.784369999999999891e+03	2.496646238748206903e-01	6.011942566666666465e+01	1.950355892601634070e-03
5.754407358966911852e+04	-1.845666666666666700e+01	1.236281706160819310e-01	-4.984766666666666346e+00	7.505553499465134710e-04	1.622173333333333245e-01	1.287491100292865412e-04	-9.103130570272848843e+01	2.472563412321638621e-01	7.784588999999999942e+03	2.472563412321638621e-01	6.009956299999999629e+01	1.930756311609898310e-03
5.754487218439547723e+04	-1.888133333333333397e+01	1.317852229688057653e-01	-4.987300000000000288e+00	8.660254037844385870e-04	1.617933333333333445e-01	1.401055157927608391e-04	-9.126128792898225583e+01	2.635704459376113640e-01	7.781842333333333954e+03	2.635704459376113640e-01	6.011628666666666732e+01	2.059459198337605917e-03
5.754595904663584224e+04	-1.816366666666666774e+01	1.264639687044390726e-01	-4.987999999999999545e+00	8.082903768654760290e-04	1.616726666666666590e-01	1.320210420938857656e-04	-8.984176985770280055e+01	2.529279374088779231e-01	7.784343333333333248e+03	2.529279374088779231e-01	6.009767266666667496e+01	1.975032916126800119e-03
5.754701727574120741e+04	-1.814766666666666595e+01	1.264178747013842141e-01	-4.986533333333333040e+00	8.082903768654760290e-04	1.619173333333333298e-01	1.320210420938857656e-04	-9.029073084523952275e+01	2.528357494027686503e-01	7.784067666666666810e+03	2.528357494027686503e-01	6.010222766666667127e+01	1.974529618594969994e-03
5.754822849380992557e+04	-1.929799999999999827e+01	1.325966589653077010e-01	-4.987499999999999822e+00	8.660254037844385870e-04	1.617610000000000159e-01	1.437633085626819013e-04	-9.028869005822586757e+01	2.651933179306155686e-01	7.783520666666666330e+03	2.651933179306155686e-01	6.011348066666666767e+01	2.071571641854839160e-03
5.754909622867717553e+04	-2.031000000000000227e+01	1.242116094159026879e-01	-4.988333333333333286e+00	8.082903768654760290e-04	1.616173333333333351e-01	1.297116460118793990e-04	-8.987554137102840457e+01	2.484232188318055978e-01	7.784268333333333430e+03	2.484232188318055978e-01	6.010830866666666594e+01	1.940210972709556720e-03
5.754994140885226807e+04	-2.055500000000000327e+01	1.276940860669382172e-01	-4.988399999999999501e+00	8.082903768654760290e-04	1.616106666666666802e-01	1.339452624519931682e-04	-9.050048290352627589e+01	2.553881721338766564e-01	7.783024333333333743e+03	2.553881721338766564e-01	6.011917033333332938e+01	1.995295545474565484e-03
5.755104363625435508e+04	-1.909966666666666768e+01	1.248960281995363103e-01	-4.989133333333333198e+00	8.082903768654760290e-04	1.614926666666666455e-01	1.302907006146895559e-04	-9.085903610161359722e+01	2.497920563990727594e-01	7.783551999999999680e+03	2.497920563990727594e-01	6.011430100000000465e+01	1.951283069719833693e-03
5.755202815382521658e+04	-1.936966666666666370e+01	1.258141392676745962e-01	-4.984466666666667045e+00	8.082903768654760290e-04	1.622649999999999926e-01	1.318285924137012777e-04	-9.171038968012260284e+01	2.516282785353491924e-01	7.784529333333332943e+03	2.516282785353491924e-01	6.012400766666667096e+01	1.965694456543807568e-03
5.755299955529756699e+04	-1.750000000000000000e+01	1.256711004410903665e-01	-4.985533333333333594e+00	8.082903768654760290e-04	1.620850000000000068e-01	1.312512433803538826e-04	-9.110713215118754249e+01	2.513422008821805109e-01	7.783929666666666890e+03	2.513422008821805109e-01	6.013179233333332974e+01	1.963873521834228700e-03
5.755400356239650137e+04	-1.601333333333333186e+01	1.251342083697788987e-01	-4.983766666666666900e+00	8.082903768654760290e-04	1.623809999999999976e-01	1.306738943579270054e-04	-9.122285877002984478e+01	2.502684167395577419e-01	7.783518333333333430e+03	2.502684167395577419e-01	6.011977466666667169e+01	1.955204426288866502e-03
5.755491395682939765e+04	-1.776366666666666916e+01	1.290598256164347812e-01	-4.982533333333333481e+00	8.082903768654760290e-04	1.625830000000000053e-01	1.362554789927933753e-04	-9.178402185582353923e+01	2.581196512328695625e-01	7.785054000000000087e+03	2.581196512328695625e-01	6.009260000000000446e+01	2.015230685820225062e-03
5.755587727620040823e+04	-1.715066666666666606e+01	1.319756983145034812e-01	-4.981666666666666465e+00	8.472176684759222297e-04	1.627293333333333647e-01	1.408742544099366464e-04	-9.066333807554933344e+01	2.639513966290069624e-01	7.785716666666666242e+03	2.639513966290069624e-01	6.008808733333333407e+01	2.060435885933265768e-03
5.755706548580297385e+04	-1.675400000000000134e+01	1.248429161035064516e-01	-4.980866666666667442e+00	7.895146188218008258e-04	1.628633333333333322e-01	1.304811608368554169e-04	-8.951789750848733718e+01	2.496858322070129033e-01	7.788736333333334187e+03	2.496858322070129033e-01	6.007431500000000568e+01	1.947870404474667068e-03
5.755802393437797582e+04	-1.831400000000000361e+01	1.250065577795732297e-01	-4.979000000000000092e+00	7.505553499465134710e-04	1.631809999999999927e-01	1.304811608368554169e-04	-8.961416752338364233e+01	2.500131155591464593e-01	7.785780333333333147e+03	2.500131155591464593e-01	6.009131833333333361e+01	1.951744921530308490e-03
5.755991654791399924e+04	-1.926933333333333209e+01	1.308561605858809818e-01	-4.984733333333332794e+00	8.279828232249480642e-04	1.622153333333333503e-01	1.387567816160509054e-04	-8.948785209235130367e+01	2.617123211717619635e-01	7.784613666666667086e+03	2.617123211717619635e-01	6.011561800000000488e+01	2.044242056310478350e-03
5.756091147412321152e+04	-1.818833333333333258e+01	1.395453483800445094e-01	-4.988699999999998802e+00	9.237604307034012535e-04	1.615573333333333306e-01	1.510750365436549288e-04	-9.026683241876810371e+01	2.790906967600890742e-01	7.783251333333333605e+03	2.790906967600890742e-01	6.012925166666666854e+01	2.180886143854465602e-03
5.756211001873706846e+04	-1.851900000000000190e+01	1.332334616032961327e-01	-4.989533333333334042e+00	8.660254037844385870e-04	1.614243333333333086e-01	1.424133264675590479e-04	-9.117741999790057150e+01	2.664669232065920990e-01	7.783969666666666853e+03	2.664669232065920990e-01	6.012409433333333908e+01	2.081889074606784688e-03
5.756715466868032672e+04	-1.932000000000000384e+01	1.274336618153669443e-01	-4.990700000000000358e+00	8.082903768654760290e-04	1.612300000000000122e-01	1.347153377393317411e-04	-9.200771505985365195e+01	2.548673236307338885e-01	7.784179000000000087e+03	2.548673236307338885e-01	6.012229400000000368e+01	1.991256591479900490e-03
5.756812919920565037e+04	-1.880266666666666708e+01	1.263847822960053879e-01	-4.990433333333332833e+00	8.082903768654760290e-04	1.612766666666666793e-01	1.329841260368235824e-04	-9.187921716781663406e+01	2.527695645920105538e-01	7.785226333333333059e+03	2.527695645920105538e-01	6.011440933333333447e+01	1.974360368041364402e-03
5.756925132112118445e+04	-2.010200000000000031e+01	1.379238839849977194e-01	-4.990700000000000358e+00	9.237604307034012535e-04	1.612333333333333396e-01	1.531948650140293425e-04	-9.165674362806619513e+01	2.758477679699952168e-01	7.786187999999999192e+03	2.758477679699952168e-01	6.011676433333332881e+01	2.154464118132658635e-03
5.757114246390038170e+04	-1.729433333333333067e+01	1.274246824904327613e-01	-4.988233333333333519e+00	8.082903768654760290e-04	1.616346666666666765e-01	1.347153377393317411e-04	-9.121772573598565259e+01	2.548493649808656891e-01	7.784136333333332914e+03	2.548493649808656891e-01	6.010712599999999384e+01	1.990733224110733182e-03
5.757196904835025634e+04	-1.751500000000000057e+01	1.283528343891713608e-01	-4.991966666666666441e+00	8.082903768654760290e-04	1.610253333333333259e-01	1.345234386846974541e-04	-9.151425346962366802e+01	2.567056687783427216e-01	7.784137333333333117e+03	2.567056687783427216e-01	6.010669799999999441e+01	2.005243679030662297e-03
5.757303913045299123e+04	-1.801633333333333198e+01	1.264572727426927223e-01	-4.989799999999999791e+00	8.082903768654760290e-04	1.613833333333333508e-01	1.327913986504982693e-04	-9.141438734739143968e+01	2.529145454853854447e-01	7.782967666666667355e+03	2.529145454853854447e-01	6.010851900000000114e+01	1.976025481742908329e-03
5.757398506101049861e+04	-1.833833333333333115e+01	1.271322592849981614e-01	-4.989933333333333998e+00	8.082903768654760290e-04	1.613586666666666780e-01	1.331757401998493828e-04	-9.164504777666725488e+01	2.542645185699961008e-01	7.783781333333332441e+03	2.542645185699961008e-01	6.011158499999999805e+01	1.986492306654773481e-03
5.757710565541387768e+04	-1.769533333333333402e+01	1.263440775191076171e-01	-4.985166666666667190e+00	8.082903768654760290e-04	1.621410000000000073e-01	1.327905619136139268e-04	-9.209238715408984888e+01	2.526881550382154007e-01	7.782744999999999891e+03	2.526881550382154007e-01	6.012469833333333469e+01	1.974982502566918763e-03
5.757802457860420691e+04	-1.925000000000000000e+01	1.262642605499569581e-01	-4.985533333333333594e+00	8.082903768654760290e-04	1.620879999999999821e-01	1.324059414578263472e-04	-9.294141073144997733e+01	2.525285210999141383e-01	7.783288000000000466e+03	2.525285210999141383e-01	6.012432599999999638e+01	1.973614051262290257e-03
5.758207341696273215e+04	-1.650799999999999912e+01	1.259421139634116782e-01	-4.975499999999999368e+00	7.895146188218008258e-04	1.637703333333333233e-01	1.327905619136139268e-04	-9.235885850258016205e+01	2.518842279268235229e-01	7.785420999999999367e+03	2.518842279268235229e-01	6.009644733333333733e+01	1.967266565030543254e-03
5.758290074503495271e+04	-1.565800000000000125e+01	1.394473842406525055e-01	-4.973099999999999632e+00	8.856886837057615291e-04	1.641793333333333438e-01	1.522297240649436723e-04	-9.162808466180065636e+01	2.788947684813048444e-01	7.790046666666666169e+03	2.788947684813048444e-01	6.008399266666666705e+01	2.176483347748860413e-03
